# Force coefficients
# liftDir     : (-2.397330e-01 9.708389e-01 0.000000e+00)
# dragDir     : (9.708389e-01 2.397330e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 6.180220e+02
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0.0022        	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220004    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220008    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220012    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220016    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022002     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220024    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220028    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220032    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220036    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022004     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220044    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220048    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220052    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220056    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022006     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220064    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220068    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220072    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220076    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022008     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220084    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220088    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220092    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220096    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.002201      	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220104    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220108    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220112    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220116    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022012     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220124    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220128    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220132    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220136    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022014     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220144    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220148    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220152    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220156    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022016     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220164    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220168    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220172    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220176    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022018     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220184    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220188    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220192    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220196    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.002202      	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220204    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220208    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220212    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220216    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022022     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220224    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220228    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220232    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220236    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022024     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220244    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220248    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220252    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220256    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022026     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220264    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220268    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220272    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220276    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022028     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220284    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220288    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220292    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220296    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.002203      	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220304    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220308    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220312    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220316    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022032     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220324    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220328    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220332    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220336    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022034     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220344    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220348    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220352    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220356    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.0022036     	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220364    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.00220368    	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
